50, Self-emp-not-inc, 83311, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 13, United-States, <=50K
33, Private, 287908, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 50, United-States, >50K
36, Private, 166549, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 162034, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
23, Private, 122048, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 365289, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 165365, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 2885, 0, 40, Laos, <=50K
31, Private, 113364, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Self-emp-not-inc, 325355, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1902, 40, United-States, >50K
20, Private, 131852, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 141040, HS-grad, 9, Never-married, Sales, Own-child, Black, Female, 0, 0, 35, United-States, <=50K
56, Private, 346033, 9th, 5, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Federal-gov, 48123, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 175943, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7298, 0, 35, United-States, >50K
20, Private, 113511, 11th, 7, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 352812, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1902, 40, United-States, >50K
39, Private, 247733, HS-grad, 9, Divorced, Priv-house-serv, Unmarried, Black, Female, 0, 0, 16, United-States, <=50K
45, Private, 233511, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 60, United-States, >50K
44, Self-emp-not-inc, 38876, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
67, Self-emp-inc, 81413, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 174717, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
51, Private, 155403, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, <=50K
18, Private, 447882, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
51, State-gov, 82504, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 149700, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 15024, 0, 40, United-States, >50K
62, Private, 209844, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
25, Private, 202091, HS-grad, 9, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 142444, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 55, United-States, >50K
26, Private, 82246, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1876, 38, United-States, <=50K
50, Self-emp-not-inc, 192654, 10th, 6, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 25, United-States, <=50K
48, Self-emp-inc, 238966, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
50, Self-emp-inc, 240374, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
53, Private, 223696, 12th, 8, Married-spouse-absent, Handlers-cleaners, Not-in-family, Other, Male, 0, 0, 56, Dominican-Republic, <=50K
38, Private, 186959, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
35, Private, 98948, Bachelors, 13, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 32, United-States, <=50K
41, Private, 166662, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
46, Self-emp-inc, 170850, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
61, State-gov, 159908, 11th, 7, Widowed, Other-service, Unmarried, White, Female, 0, 0, 32, United-States, >50K
74, Private, 91488, 1st-4th, 2, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 20, United-States, <=50K
36, Private, 285865, Assoc-acdm, 12, Separated, Other-service, Unmarried, Black, Female, 0, 0, 32, United-States, <=50K
45, Local-gov, 159816, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 35, United-States, >50K
48, Self-emp-not-inc, 379883, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Mexico, >50K
32, Private, 125856, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
30, Private, 254905, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 195532, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 322585, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
49, Private, 139268, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 94809, Some-college, 10, Divorced, Priv-house-serv, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
43, Private, 220109, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 1672, 44, United-States, <=50K
41, Private, 208470, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
54, Private, 28683, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 3464, 0, 40, United-States, <=50K
29, Private, 24562, Bachelors, 13, Divorced, Other-service, Unmarried, Other, Female, 0, 0, 40, United-States, <=50K
28, Private, 191355, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
27, Private, 31659, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1887, 60, United-States, >50K
35, Private, 320451, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 65, Hong, >50K
30, Private, 131588, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 45, United-States, <=50K
26, Self-emp-not-inc, 93806, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K
37, Federal-gov, 173192, Assoc-voc, 11, Separated, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
68, Self-emp-not-inc, 198554, Some-college, 10, Divorced, Transport-moving, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
30, Private, 164309, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
48, Private, 130812, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 200593, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 26915, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
68, Self-emp-not-inc, 195881, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 2414, 0, 40, United-States, <=50K
56, Private, 35520, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
36, Private, 369843, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States, <=50K
34, Private, 199227, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K
18, Private, 144711, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 1721, 40, United-States, <=50K
33, Self-emp-not-inc, 222162, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
49, Self-emp-inc, 94606, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 60, United-States, >50K
30, Self-emp-not-inc, 455995, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
38, Private, 99388, Assoc-acdm, 12, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, El-Salvador, <=50K
23, Private, 51985, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
27, Private, 617860, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 107458, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 200246, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 268022, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, >50K
59, Local-gov, 176118, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
53, State-gov, 123011, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
29, Private, 94892, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 114561, Bachelors, 13, Married-spouse-absent, Prof-specialty, Other-relative, Asian-Pac-Islander, Female, 0, 0, 36, Philippines, >50K
39, Private, 33983, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 15024, 0, 40, United-States, >50K
33, Local-gov, 248346, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 167482, 10th, 6, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K
43, Federal-gov, 211763, Doctorate, 16, Separated, Prof-specialty, Unmarried, Black, Female, 0, 0, 24, United-States, >50K
47, Private, 370119, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
41, Private, 174575, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1887, 45, United-States, >50K
39, Private, 314007, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 76845, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 35, United-States, <=50K
24, Private, 148320, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 0, 0, 40, United-States, <=50K
38, Private, 143538, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 242960, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
24, Private, 224716, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 119992, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
55, Private, 368727, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 31387, Bachelors, 13, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, 2885, 0, 25, United-States, <=50K
24, Private, 169532, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K
37, Self-emp-not-inc, 29814, HS-grad, 9, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
47, Private, 343579, 1st-4th, 2, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 0, 0, 12, Mexico, <=50K
23, Private, 198996, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 197389, HS-grad, 9, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
68, Self-emp-not-inc, 211584, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Self-emp-not-inc, 303692, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 75, United-States, <=50K
23, State-gov, 199915, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 21, United-States, <=50K
42, State-gov, 167581, Bachelors, 13, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
90, Private, 88991, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, England, >50K
62, Federal-gov, 125155, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 38, United-States, <=50K
28, Private, 218039, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 278915, 12th, 8, Never-married, Handlers-cleaners, Own-child, Black, Female, 0, 0, 52, United-States, <=50K
22, Federal-gov, 274103, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 10, United-States, <=50K
45, Federal-gov, 207107, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male, 0, 2080, 40, Philippines, <=50K
62, Self-emp-not-inc, 159939, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 35, United-States, <=50K
34, Private, 34862, Bachelors, 13, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male, 0, 1564, 60, United-States, >50K
32, Private, 48458, HS-grad, 9, Never-married, Sales, Own-child, Black, Female, 0, 1669, 45, United-States, <=50K
58, Private, 201393, Assoc-acdm, 12, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 1876, 40, United-States, <=50K
28, Private, 271936, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
72, Private, 33404, 10th, 6, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
58, Private, 126104, Masters, 14, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 1980, 45, United-States, <=50K
33, Self-emp-not-inc, 34102, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
34, State-gov, 287908, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 42, United-States, <=50K
38, Private, 150601, 10th, 6, Separated, Adm-clerical, Unmarried, White, Male, 0, 3770, 40, United-States, <=50K
60, Private, 131681, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
29, Local-gov, 280344, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 392286, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Private, 233312, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
55, Private, 80167, Bachelors, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 99357, Masters, 14, Divorced, Prof-specialty, Own-child, White, Female, 1506, 0, 40, United-States, <=50K
18, Private, 192583, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
25, Private, 160261, Some-college, 10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K
54, Local-gov, 279452, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 210026, 10th, 6, Never-married, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 109869, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 232945, HS-grad, 9, Separated, Handlers-cleaners, Not-in-family, Other, Male, 0, 0, 30, United-States, <=50K
49, Local-gov, 31339, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
63, Private, 188914, HS-grad, 9, Widowed, Machine-op-inspct, Other-relative, Black, Female, 0, 0, 40, Haiti, <=50K
27, Private, 221366, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 3103, 0, 50, United-States, >50K
32, Private, 164507, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, Columbia, <=50K
55, Private, 314592, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
33, Private, 206280, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
38, Local-gov, 216129, Some-college, 10, Married-spouse-absent, Exec-managerial, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
24, Private, 163595, HS-grad, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 287031, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 75, United-States, >50K
